Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
OM065388,Severe acute respiratory syndrome coronavirus 2,,"Chang,H., Yang,W., Gao,D., Chen,Z., Zhang,F., Zhang,L., Chen,B., Zhang,Q., Li,Z., Zhu,R.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2022-01-05T00:00:00Z,LA-678,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,"lung, oronasopharynx",2020-02-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/humans:male,32-year-old COVID-19 pneumonia/CHN/LA-678/2020, complete genome"
OM065389,Severe acute respiratory syndrome coronavirus 2,,"Chang,H., Yang,W., Gao,D., Chen,Z., Zhang,F., Zhang,L., Chen,B., Zhang,Q., Li,Z., Zhu,R.","Lu`an Municipal Center for Disease Control and Prevention, Microbiological Laboratory",China,2022-01-05T00:00:00Z,LA-777,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29903,GenBank,complete,,,,China: Lu'an,China,,Homo sapiens,"lung, oronasopharynx",2020-02-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/humans:female,43-year-old COVID-19 pneumonia/CHN/LA-777/2020, complete genome"
OM108163,Severe acute respiratory syndrome coronavirus 2,,"Qin,C., Bao,L., Lv,Q., Qi,F., Zhou,S., Li,F., Deng,R., Liang,X., Liu,M., Zhang,Y.","Institute of Laboratory Animal Science, CAMS&PUMC, Key Laboratory of Human Diseases Comparative Medicine",China,2022-01-04T00:00:00Z,Delta-3,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29860,GenBank,complete,,,,China: Beijing,China,,Homo sapiens,oronasopharynx,2021-08-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Delta-3/2021, complete genome"
OM095411,Severe acute respiratory syndrome coronavirus 2,,"Qin,C., Bao,L., Lv,Q., Qi,F., Zhou,S., Li,F., Deng,R., Liang,X., Liu,M., Zhang,Y.","Institute of Laboratory Animal Science, CAMS&PUMC, Key Laboratory of Human Diseases Comparative Medicine",China,2022-01-03T00:00:00Z,Omicron-1,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29788,GenBank,complete,,,,China: Beijing,China,,Homo sapiens,,2021-12-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Omicron-1/2021, complete genome"
OM108132,Severe acute respiratory syndrome coronavirus 2,,"Chen,Z., Qin,C., Bao,L., Lv,Q., Qi,F., Zhou,S., Zhang,Y., Liu,M., Gao,H.","Key Laboratory of Human Diseases Comparative Medicine, Institute of Laboratory Animal Science, CAMS&PUMC, Center of Infectious Diseases, Beijing Ditan Hospital, Capital Medical University",China,2022-01-03T00:00:00Z,Delta-2,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29858,GenBank,complete,,,,China: Beijing,China,,Homo sapiens,oronasopharynx,2021-08-11,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Delta-2/2021, complete genome"
OM061695,Severe acute respiratory syndrome coronavirus 2,,"Qin,C., Bao,L., Lv,Q., Chen,Z., Qi,F., Zhou,S., Li,F., Deng,R., Liang,X., Zhang,Y., Liu,M.","Center of Infectious Diseases, Beijing Ditan Hospital, Capital Medical University, Key Laboratory of Human Diseases Comparative Medicine, Institute of Laboratory Animal Science, CAMS&PUMC",China,2021-12-30T00:00:00Z,Delta-1,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29858,GenBank,complete,,,,China: Beijing,China,,Homo sapiens,oronasopharynx,2021-08-10,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/Delta-1/2021, complete genome"
OL988214,Severe acute respiratory syndrome coronavirus 2,,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2021-12-22T00:00:00Z,HZ-21cov3867,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29747,GenBank,complete,,,,China,China,,Homo sapiens,oronasopharynx,2021-12-19,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/CHN/HZ-21cov3867/2021, complete genome"
OL674074,Severe acute respiratory syndrome-related coronavirus,,"Guo,H., Hu,B., Si,H.R., Zhu,Y., Zhang,W., Li,B., Li,A., Geng,R., Lin,H.F., Yang,X.L., Zhou,P., Shi,Z.L., Si,H., Ben,H., Hua,G., Wei,Z., Li,Y., Shi,Z.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2021-12-05T00:00:00Z,Rs7896,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29385,GenBank,complete,,,1,"China: Yunnan, Puer",China,,Rhinolophus stheno,feces,2015-05-29,,"Severe acute respiratory syndrome-related coronavirus isolate Rs7896, complete genome"
OL674075,Severe acute respiratory syndrome-related coronavirus,,"Guo,H., Hu,B., Si,H.R., Zhu,Y., Zhang,W., Li,B., Li,A., Geng,R., Lin,H.F., Yang,X.L., Zhou,P., Shi,Z.L., Si,H., Ben,H., Hua,G., Wei,Z., Li,Y., Shi,Z.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2021-12-05T00:00:00Z,Rs7905,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29676,GenBank,complete,,,1,"China: Yunnan, Puer",China,,Rhinolophus stheno,feces,2015-05-29,,"Severe acute respiratory syndrome-related coronavirus isolate Rs7905, complete genome"
OL674076,Severe acute respiratory syndrome-related coronavirus,,"Guo,H., Hu,B., Si,H.R., Zhu,Y., Zhang,W., Li,B., Li,A., Geng,R., Lin,H.F., Yang,X.L., Zhou,P., Shi,Z.L., Si,H., Ben,H., Hua,G., Wei,Z., Li,Y., Shi,Z.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2021-12-05T00:00:00Z,Rs7907,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29780,GenBank,complete,,,1,"China: Yunnan, Puer",China,,Rhinolophus stheno,feces,2015-05-29,,"Severe acute respiratory syndrome-related coronavirus isolate Rs7907, complete genome"
OL674077,Severe acute respiratory syndrome-related coronavirus,,"Guo,H., Hu,B., Si,H.R., Zhu,Y., Zhang,W., Li,B., Li,A., Geng,R., Lin,H.F., Yang,X.L., Zhou,P., Shi,Z.L., Si,H., Ben,H., Hua,G., Wei,Z., Li,Y., Shi,Z.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2021-12-05T00:00:00Z,Ra7909,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29803,GenBank,complete,,,1,"China: Yunnan, Puer",China,,Rhinolophus affinis,feces,2015-05-29,,"Severe acute respiratory syndrome-related coronavirus isolate Ra7909, complete genome"
OL674078,Severe acute respiratory syndrome-related coronavirus,,"Guo,H., Hu,B., Si,H.R., Zhu,Y., Zhang,W., Li,B., Li,A., Geng,R., Lin,H.F., Yang,X.L., Zhou,P., Shi,Z.L., Si,H., Ben,H., Hua,G., Wei,Z., Li,Y., Shi,Z.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2021-12-05T00:00:00Z,Rs7921,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29816,GenBank,complete,,,1,"China: Yunnan, Puer",China,,Rhinolophus stheno,feces,2015-05-29,,"Severe acute respiratory syndrome-related coronavirus isolate Rs7921, complete genome"
OL674079,Severe acute respiratory syndrome-related coronavirus,,"Guo,H., Hu,B., Si,H.R., Zhu,Y., Zhang,W., Li,B., Li,A., Geng,R., Lin,H.F., Yang,X.L., Zhou,P., Shi,Z.L., Si,H., Ben,H., Hua,G., Wei,Z., Li,Y., Shi,Z.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2021-12-05T00:00:00Z,Rs7924,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29645,GenBank,complete,,,1,"China: Yunnan, Puer",China,,Rhinolophus stheno,feces,2015-05-29,,"Severe acute respiratory syndrome-related coronavirus isolate Rs7924, complete genome"
OL674080,Severe acute respiratory syndrome-related coronavirus,,"Guo,H., Hu,B., Si,H.R., Zhu,Y., Zhang,W., Li,B., Li,A., Geng,R., Lin,H.F., Yang,X.L., Zhou,P., Shi,Z.L., Si,H., Ben,H., Hua,G., Wei,Z., Li,Y., Shi,Z.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2021-12-05T00:00:00Z,Rs7931,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29802,GenBank,complete,,,1,"China: Yunnan, Puer",China,,Rhinolophus stheno,feces,2015-05-29,,"Severe acute respiratory syndrome-related coronavirus isolate Rs7931, complete genome"
OL674081,Severe acute respiratory syndrome-related coronavirus,,"Guo,H., Hu,B., Si,H.R., Zhu,Y., Zhang,W., Li,B., Li,A., Geng,R., Lin,H.F., Yang,X.L., Zhou,P., Shi,Z.L., Si,H., Ben,H., Hua,G., Wei,Z., Li,Y., Shi,Z.","Wuhan Institute of Virology, Chinese Academy of Sciences, CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases",China,2021-12-05T00:00:00Z,Rs7952,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29525,GenBank,complete,,,1,"China: Yunnan, Puer",China,,Rhinolophus stheno,feces,2015-05-29,,"Severe acute respiratory syndrome-related coronavirus isolate Rs7952, complete genome"
OK500297,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Wei,P., Zhang,S., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-31T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30708,GenBank,complete,,,,China,China,,Homo sapiens,,2019-10-25,,"Human coronavirus OC43 strain OC43/China/53/2019, complete genome"
OK500298,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Wei,P., Zhang,S., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-31T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30658,GenBank,complete,,,,China,China,,Homo sapiens,,2019-11-05,,"Human coronavirus OC43 strain OC43/China/54/2019, complete genome"
OK500299,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Wei,P., Zhang,S., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-31T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30618,GenBank,complete,,,,China,China,,Homo sapiens,,2019-11-12,,"Human coronavirus OC43 strain OC43/China/55/2019, complete genome"
OK500300,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Wei,P., Zhang,S., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-31T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30556,GenBank,complete,,,,China,China,,Homo sapiens,,2019-11-17,,"Human coronavirus OC43 strain OC43/China/56/2019, complete genome"
OK500301,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Wei,P., Zhang,S., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-31T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30581,GenBank,complete,,,,China,China,,Homo sapiens,,2019-12-10,,"Human coronavirus OC43 strain OC43/China/57/2019, complete genome"
OK500302,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Wei,P., Zhang,S., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-31T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30664,GenBank,complete,,,,China,China,,Homo sapiens,,2019-12-19,,"Human coronavirus OC43 strain OC43/China/58/2019, complete genome"
OK500303,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Wei,P., Zhang,S., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-31T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30700,GenBank,complete,,,,China,China,,Homo sapiens,,2020-07-28,,"Human coronavirus OC43 strain OC43/China/67/2021, complete genome"
OK500304,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Wei,P., Zhang,S., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-31T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30667,GenBank,complete,,,,China,China,,Homo sapiens,,2020-09-14,,"Human coronavirus OC43 strain OC43/China/70/2021, complete genome"
OK500305,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Wei,P., Zhang,S., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-31T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30675,GenBank,complete,,,,China,China,,Homo sapiens,,2020-09-18,,"Human coronavirus OC43 strain OC43/China/73/2021, complete genome"
OK318917,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Wei,P., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-12T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30675,GenBank,complete,,,,China,China,,Homo sapiens,,2019-08-10,,"Human coronavirus OC43 strain OC43/China/47/2019, complete genome"
OK318918,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Wei,P., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-12T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30651,GenBank,complete,,,,China,China,,Homo sapiens,,2019-06-03,,"Human coronavirus OC43 strain OC43/China/38/2019, complete genome"
OK318939,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Wei,P., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-12T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30681,GenBank,complete,,,,China,China,,Homo sapiens,,2018-11-30,,"Human coronavirus OC43 strain OC43/China/19/2019, complete genome"
OK318940,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Wei,P., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-12T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30667,GenBank,complete,,,,China,China,,Homo sapiens,,2018-12-09,,"Human coronavirus OC43 strain OC43/China/21/2019, complete genome"
OK318941,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Wei,P., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-12T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30646,GenBank,complete,,,,China,China,,Homo sapiens,,2018-11-29,,"Human coronavirus OC43 strain OC43/China/22/2019, complete genome"
OK318942,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Wei,P., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-12T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30689,GenBank,complete,,,,China,China,,Homo sapiens,,2018-12-20,,"Human coronavirus OC43 strain OC43/China/24/2019, complete genome"
OK318943,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Wei,P., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-12T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30689,GenBank,complete,,,,China,China,,Homo sapiens,,2019-01-12,,"Human coronavirus OC43 strain OC43/China/27/2019, complete genome"
OK318944,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Wei,P., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-12T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30689,GenBank,complete,,,,China,China,,Homo sapiens,,2019-03-12,,"Human coronavirus OC43 strain OC43/China/34/2019, complete genome"
OK318946,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Wei,P., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-12T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30584,GenBank,complete,,,,China,China,,Homo sapiens,,2019-08-02,,"Human coronavirus OC43 strain OC43/China/45/2019, complete genome"
OK318947,Human coronavirus OC43,,"Wang,Y., Zhang,Z., Zhang,L., Zhang,S., Wei,P., Zhao,J.","State Key Laboratory of Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University",China,2021-10-12T00:00:00Z,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30679,GenBank,complete,,,,China,China,,Homo sapiens,,2019-10-22,,"Human coronavirus OC43 strain OC43/China/51/2019, complete genome"
MZ328294,Jingmen Rhinolophus sinicus betacoronavirus 1,,"Tan,Z., Nie,F.-Y., Zhang,Y.-Z.","National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Zoonosis",China,2021-09-26T00:00:00Z,JSB_Rsin,Jingmen Rhinolophus sinicus betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),29627,GenBank,complete,,,,China,China,,Rhinolophus sinicus,,2016,,"Jingmen Rhinolophus sinicus betacoronavirus 1, complete genome"
MZ328297,Wenzhou Pipistrellus abramus betacoronavirus 1,,"Tan,Z., Nie,F.-Y., Zhang,Y.-Z.","National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Zoonosis",China,2021-09-26T00:00:00Z,YJB_Pabr,Wenzhou Pipistrellus abramus betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),30429,GenBank,complete,,,,China,China,,Pipistrellus abramus,,2016,,"Wenzhou Pipistrellus abramus betacoronavirus 1, complete genome"
MZ328298,Jingmen Myotis chinensis alphacoronavirus 1,,"Tan,Z., Nie,F.-Y., Zhang,Y.-Z.","National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Zoonosis",China,2021-09-26T00:00:00Z,JSB_Mchin,Jingmen Myotis chinensis alphacoronavirus 1,Alphacoronavirus,Coronaviridae,ssRNA(+),27914,GenBank,complete,,,,China,China,,Myotis chinensis,,2016,,"Jingmen Myotis chinensis alphacoronavirus 1, complete genome"
